index,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,ground_service,value_for_money,recommended,overall_rating,review,year,month,sentiment,month_year,Season,From,To
307,Couple Leisure,Economy Class,Tokyo to Manchester via Copenhagen,2019-04-01,1.0,2.0,1.0,2.0,2.0,1,no,2.0,"  Tokyo to Manchester via Copenhagen. Really terrible long haul flight. Seats are uncomfortable and the leg room is worst than budget airlines. Entertainment system is quite basic in technology and in selection of films. The food was terrible! With no selection of meals and drinks only free on first food service otherwise you have to pay for all drinks during other times of the flight, including just a glass of juice. Staff were hit and miss, mostly not helpful or accommodating at all. I wouldn’t recommend flying with SAS long haul if you can avoid it, it’s not worth the money. Additionally, the check in/bag drop service at Narita Airport is really slow and sub-par.",2019.0,4.0,Negative,2019-04,Spring,Tokyo,Manchester
308,Business,Economy Class,Bergen to London via Oslo,2019-04-01,2.0,2.0,1.0,1.0,1.0,1,no,3.0,  Bergen to London via Oslo. I am a very frequent flyer and increasing I see appalling service by SAS - in my experience the flights are late 75% of the time! It’s as if each day is their first day operating an airline business. SAS has a very strong market position and this shows in the corporate and staff arrogance to service “ yeah bite me” attitude to customers. Avoid if at all possible.,2019.0,4.0,Neutral,2019-04,Spring,Bergen,London
309,Business,Economy Class,London to Oslo,2019-04-01,3.0,1.0,1.0,1.0,1.0,2,no,1.0,  London to Oslo. My wife called me because she had been told that she had been denied boarding because the flight was overbooked. She had checked in at the earliest opportunity (22 hours in advance) & arrived in very good time for the flight. She was eventually found a seat but this is disgraceful behaviour for an airline which cares about its reputation.,2019.0,4.0,Positive,2019-04,Spring,London,Oslo
310,Solo Leisure,Premium Economy,Edinburgh to Stockholm,2019-03-01,3.0,4.0,4.0,1.0,4.0,4,yes,8.0," SAS Plus good value single ticket from Edinburgh to Stockholm and what was not to like about this short flight of less than two hours? Boarding was straight-forward, departure was on time. Tasty sandwich and salad combo with full size soft drinks cans (alcohol available too) served by an amiable crew. Flight arrived early into Stockholm Arlanda Terminal 5. As a first timer with SAS, I would be happy to fly them again.",2019.0,3.0,Positive,2019-03,Spring,Edinburgh,Stockholm
311,Solo Leisure,Economy Class,Trondheim to Tromso,2019-02-01,3.0,3.0,1.0,1.0,3.0,1,no,1.0,"  Trondheim to Tromso. I’m use to takes flight and this is the first time ever I experience that. I’m trying to contact the customer service since, more than 45 days, now. The only thing they are able to do is to send me back automatic mails telling me they going to reply in 48h, this company is a joke. Be warned, if anything goes wrong nobody will be in the other to help you. I regret I flew with this company and this will never happen again.",2019.0,2.0,Neutral,2019-02,Winter,Trondheim,Tromso
312,Business,Business Class,Miami to Stockholm via Oslo,2019-03-01,5.0,5.0,5.0,4.0,4.0,5,yes,9.0," Miami to Stockholm via Oslo. Talk about schizophrenia - SAS long haul business class is no relation to their European J Class offering. I've been very critical of SAS in the past but they are at the top of their game when it comes to their transatlantic product. Let's start with the 1-2-1 offering. This is very generous when the likes of LH and BA are cramming in 6 business class seats in the same space. The seat has plenty of leg room (go with the even numbers to get a seat with no gap to the window). The IFE has a pretty decent selection of the latest movies (though the audio channel only had 6 channels). The lie-flat bed has plenty of privacy, a soft cover excellent duvet and pillow. WiFi was excellent throughout for sending and receiving emails- The staff get all togged up in their white chef's outfits to serve the food - nice touch. On both legs I had the best vodka cranberry cocktail that I can ever remember with warmed nuts. This was followed by one of my favourite Swedish starters salmon roe, creme fraiche, red onions in a glass jar. Both the main and dessert were excellent as well. One minor grumble was that the J Class did not get to disembark completely before the premium economy passengers (Swedish egalitarianism at its best). In summary, I would say that SAS are up there with the ME carriers and great for points from a Star Alliance member.",2019.0,3.0,Positive,2019-03,Spring,Miami,Stockholm
313,Solo Leisure,Premium Economy,Stockholm to London,2019-03-01,4.0,5.0,5.0,1.0,5.0,5,yes,10.0,"  Stockholm to London in SAS Plus. I need to separate the weather issues that day from the flight itself. The flight was great: priority boarding allowed me to get on board early and to take my seat in a very empty SAS Plus cabin. I had the whole row to myself which was great. The cabin crew were charming and friendly. Also the food, smoked salmon with potato salad and pickled leeks, which came in a stylish white box, was delicious. Drinks were plentiful, including Mikkeller beer. Then designer chocolates and coffee. Free WiFi too. The weather at LHR was pretty awful which meant a 1-hr ground hold at ARN and then some wild scenes in the air as we came into London. That was not SAS’ fault and I’d definitely recommend this service.",2019.0,3.0,Positive,2019-03,Spring,Stockholm,London
314,Solo Leisure,Economy Class,Copenhagen to Amsterdam,2019-03-01,1.0,1.0,1.0,1.0,1.0,1,no,1.0," Flew Copenhagen to Amsterdam. I booked a ticket at the SAS website. I also booked an upgrade at the SAS website. SAS has confirmed the upgrade. When I checked in, I saw that SAS did not give me the upgrade seat which I paid for. I called customer service SAS Denmark. They told me that customer service was not entitled by SAS to correct the mistake. SAS told me also that I could not get my money back. The flight was cancelled and I booked another airline. This is fraud. I do not recommend SAS when you go to Denmark, Sweden or Norway.",2019.0,3.0,Negative,2019-03,Spring,Copenhagen,Amsterdam
315,Business,Economy Class,Hamburg to Oslo via Copenhagen,2019-02-01,2.0,1.0,1.0,1.0,3.0,1,no,3.0,"  Hamburg to Oslo via Copenhagen. Full flights, on time, but very basic service. Not even a snack. It’s basically a low cost carrier charging full service carrier rates. Overall not recommended.",2019.0,2.0,Negative,2019-02,Winter,Hamburg,Oslo
316,Solo Leisure,Economy Class,Copenhagen to Helsinki ,2018-12-01,4.0,5.0,3.0,1.0,5.0,5,yes,9.0,"  Copenhagen to Helsinki. No delay, seat distance on the A320 airplane is fine. (I am 185cm tall). Free water, coffee and tea served inside EU flights. The tariff of SAS allow booking one way flights at good rates, this is a plus. New WIFI on board works fine.",2018.0,12.0,Positive,2018-12,Winter,Copenhagen,Helsinki 
317,Business,Economy Class,San Francisco to Riga via Copenhagen,2019-02-01,5.0,5.0,4.0,4.0,5.0,5,yes,10.0,"  I was flying from San Francisco to Riga via Copenhagen / Stockholm. A flight from Copenhagen was slightly delayed (due to technical issues), therefore I missed my connection to Riga. I was satisfied how everyone as SAS handled the situation. The cabin crew during the CPH-ARN flight informed me about a possible rerouting option and when landing, ground crew provide an excellent service (new flight, vouchers, bags tracking services). Despite the missed flight, I didn't arrive much later to my final destination, what counts so much after 20h of air travel. Thank you for that!",2019.0,2.0,Positive,2019-02,Winter,San Francisco,Riga
318,Solo Leisure,Business Class,Copenhagen to Los Angeles via Stockholm,2019-01-01,5.0,5.0,5.0,3.0,5.0,5,yes,10.0,  Copenhagen to Los Angeles via Stockholm. A flight with very good service and food. Fast connection in Stockholm. Arriving Los Angeles before schedule. My luggage was missing. Two officers met at the luggage band helped to fill the form. Informed it will take about two days before they can deliver. It arrived after two days and a person from SAS called and wanted to make sure that the luggage had arrived to my hotel. I must say SAS offered an outstanding service,2019.0,1.0,Positive,2019-01,Winter,Copenhagen,Los Angeles
319,Business,Economy Class,Copenhagen to San Francisco,2019-02-01,2.0,4.0,2.0,2.0,1.0,1,no,1.0,"  Copenhagen to San Francisco. My luggage was lost when arriving to SFO. That happens - but there were no ground personnel present when the waiting time at the belt was over. No one in the entire airport has any relation to anything SAS-driven so nobody could help me. Only option was to file a missing bag statement on the web. Since ground personel were not available until the next day 11 am (19 hours later!), I decided to call the danish support line. From which I got a most arrogant person who obviously had no time to help me. I have my bag tag so the system can track where my bag is - which matters a lot to me as I need to move away from San Francisco. One thing is that SAS can not provide any support in an airport like SFO (incredible!) - even worse is it that head quarters dont care - in fact they are not even able to pretend to care. Terrible experience - SAS lost the their customer focus and has become a budget airline. Except that it is not cheap.",2019.0,2.0,Negative,2019-02,Winter,Copenhagen,San Francisco
